nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,sponsor_name,agency_class,drug_name,intervention_type
NCT00667810,"ClinicalTrials.gov processed this data on January 31, 2020",2008-04-24,2013-10-22,,2015-12-04,2008-04-25,2008-04-28,Estimate,2015-12-04,2016-01-08,Estimate,,,,2015-12-04,2016-01-08,Estimate,June 2008,,2008-06-30,December 2015,2015-12-31,August 2013,Actual,2013-08-31,October 2012,Actual,2012-10-31,,Interventional,,Safety population included all randomized participants who received at least one infusion or portion of an infusion of study drug.,Study Evaluating The Efficacy And Safety Of Bapineuzumab In Alzheimer Disease Patients,"A Phase 3, Multicenter, Randomized, Double-blind, Placebo-controlled, Parallel-group Efficacy And Safety Trial Of Bapineuzumab (Aab-001, Eln115727) In Subjects With Mild to Moderate Alzheimer Disease Who Are Apolipoprotein E 4 Non-carriers",Terminated,,Phase 3,901,Actual,Pfizer,"The impact of study termination, the shorter observational periods and the resulting small sample size coupled with not having enough participants with post baseline assessments for various reasons were limiting factors for data interpretation.",3,,"The study was terminated on August 6, 2012, because 2 large Phase 3 studies showed no clinical
    benefit. This decision was not based on any new safety concerns.",False,,,,True,,,,,,,,,,,,,2020-02-01 19:33:15.927565,2020-02-01 19:33:15.927565,Pfizer,Industry,placebo,Drug
NCT00676143,"ClinicalTrials.gov processed this data on January 31, 2020",2008-05-02,2013-10-14,,2016-05-03,2008-05-09,2008-05-12,Estimate,2016-05-03,2016-06-10,Estimate,,,,2016-05-03,2016-06-10,Estimate,January 2008,,2008-01-31,May 2016,2016-05-31,November 2012,Actual,2012-11-30,October 2012,Actual,2012-10-31,,Interventional,,Safety population included all randomized participants who received at least one infusion or portion of an infusion of study drug.,Study Evaluating the Safety and Efficacy of Bapineuzumab in Alzheimer Disease Patients,"A Phase Iii, Multicenter, Randomized, Double-blind, Placebo-controlled, Parallel Group, Efficacy And Safety Trial Of Bapineuzumab (Aab 001, Eln115727) In Subjects With Mild To Moderate Alzheimer Disease Who Are Apolipoprotein E 4 Carriers",Terminated,,Phase 3,1100,Actual,Pfizer,,2,,"The study was terminated on August 6, 2012, because 2 large Phase 3 studies showed no clinical
    benefit. This decision was not based on any new safety concerns.",False,,,,True,,,,,,,,,,,,,2020-02-01 19:31:07.517307,2020-02-01 19:31:07.517307,Pfizer,Industry,placebo,Drug
NCT00702780,"ClinicalTrials.gov processed this data on January 31, 2020",2008-06-15,2014-04-10,,2014-05-13,2008-06-18,2008-06-20,Estimate,2014-05-13,2014-06-13,Estimate,,,,2014-05-13,2014-06-13,Estimate,November 2008,,2008-11-30,May 2014,2014-05-31,September 2011,Actual,2011-09-30,September 2011,Actual,2011-09-30,,Interventional,ESAD,,Progression Delaying Effect of Escitalopram in Alzheimer's Disease,"Multi-center, Randomized, Placebo-controlled, Double-blind Clinical Trial of Escitalopram on the Progression Delaying Effect in Alzheimer's Disease",Completed,,N/A,74,Actual,Seoul National University Hospital,,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 19:23:05.471913,2020-02-01 19:23:05.471913,Seoul National University Hospital,Other,placebo,Drug
NCT00719394,"ClinicalTrials.gov processed this data on January 31, 2020",2008-07-17,,,2009-07-08,2008-07-18,2008-07-21,Estimate,,,,,,,2009-07-08,2009-07-10,Estimate,March 2008,,2008-03-31,July 2009,2009-07-31,August 2008,Actual,2008-08-31,August 2008,Actual,2008-08-31,,Interventional,,,Study Evaluating Safety of GSI 136 in Young and Elderly Japanese Males,"Ascending Single-Dose Study of the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of GSI-136 Administered Orally to Healthy Japanese Male Subjects and Healthy Japanese Elderly Male Subjects",Completed,,Phase 1,72,Anticipated,Wyeth is now a wholly owned subsidiary of Pfizer,,2,,,False,,,,False,,,,,,,,,,,,,2020-02-01 19:17:48.931302,2020-02-01 19:17:48.931302,Wyeth is now a wholly owned subsidiary of Pfizer,Industry,placebo,Drug
NCT00898807,"ClinicalTrials.gov processed this data on January 31, 2020",2009-05-11,2014-03-19,,2014-06-26,2009-05-11,2009-05-12,Estimate,2014-06-26,2014-06-27,Estimate,,,,2014-06-26,2014-06-27,Estimate,July 2009,,2009-07-31,June 2014,2014-06-30,September 2013,Actual,2013-09-30,September 2013,Actual,2013-09-30,,Interventional,CitAD,,Citalopram for Agitation in Alzheimer's Disease,A Multi-Center Randomized Placebo-Controlled Clinical Trial Study of Citalopram for the Treatment of Agitation in Alzheimer's Disease,Completed,,Phase 3,186,Actual,JHSPH Center for Clinical Trials,,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 18:25:13.871439,2020-02-01 18:25:13.871439,JHSPH Center for Clinical Trials,Other,placebo,Drug
NCT00976118,"ClinicalTrials.gov processed this data on January 31, 2020",2009-09-11,,,2018-12-12,2009-09-11,2009-09-14,Estimate,,,,,,,2018-12-12,2018-12-13,Actual,February 2006,,2006-02-28,December 2018,2018-12-31,February 2009,Actual,2009-02-28,July 2008,Actual,2008-07-31,,Interventional,,,Activity of Masitinib (AB1010) in Mild to Moderate Alzheimer's Disease,"A Multicenter, Double-blind, Placebo-controlled, Randomized, Parallel-group Study to Evaluate the Efficacy of Oral AB1010 in Adults Patients With Mild to Moderate Alzheimer-type Disease.",Completed,,Phase 2,34,Actual,AB Science,,2,,,False,,,,False,False,False,,,,,,,,,,,2020-02-01 18:02:06.818140,2020-02-01 18:02:06.818140,AB Science,Industry,placebo,Drug
NCT01018875,"ClinicalTrials.gov processed this data on January 31, 2020",2009-11-20,,2012-02-01,2018-06-01,2009-11-23,2009-11-24,Estimate,,,,2012-02-01,2012-02-03,Estimate,2018-06-01,2018-06-06,Actual,December 2009,,2009-12-31,January 2013,2013-01-31,February 2011,Actual,2011-02-28,February 2011,Actual,2011-02-28,,Interventional,,,Efficacy and Safety Study of ABT-288 in Subjects With Mild-to-Moderate Alzheimer's Disease,"A Randomized, Double-Blind, Active- and Placebo-Controlled Study to Evaluate the Efficacy and Safety of ABT-288 in Subjects With Mild-to-Moderate Alzheimer's Disease",Completed,,Phase 2,242,Actual,AbbVie,,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 17:45:00.201179,2020-02-01 17:45:00.201179,"AbbVie (prior sponsor, Abbott)",Industry,placebo,Drug
NCT01047254,"ClinicalTrials.gov processed this data on January 31, 2020",2010-01-11,,,2017-05-08,2010-01-11,2010-01-12,Estimate,,,,,,,2017-05-08,2017-05-09,Actual,January 2010,,2010-01-31,May 2017,2017-05-31,July 2014,Actual,2014-07-31,July 2014,Actual,2014-07-31,,Interventional,APA-AD,,Bupropion for the Treatment of Apathy in Alzheimer's Dementia,"A 12-week, Multicenter, Randomized, Double-blind, Placebo-controlled Trial of Bupropion for the Treatment of Apathy in Alzheimer's Dementia(Apa-AD)",Completed,,Phase 3,110,Actual,"University Hospital, Bonn",,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 17:37:20.131108,2020-02-01 17:37:20.131108,"University Hospital, Bonn",Other,placebo,Drug
NCT01117181,"ClinicalTrials.gov processed this data on January 31, 2020",2010-05-04,2013-02-11,,2018-06-07,2010-05-04,2010-05-05,Estimate,2013-04-01,2013-05-10,Estimate,,,,2018-06-07,2018-06-12,Actual,June 2010,,2010-06-30,June 2018,2018-06-30,August 2012,Actual,2012-08-31,August 2012,Actual,2012-08-31,,Interventional,ADMET,,Apathy in Dementia Methylphenidate Trial (ADMET),Apathy in Dementia Methylphenidate Trial (ADMET),Completed,,Phase 2,60,Actual,Johns Hopkins Bloomberg School of Public Health,,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 17:17:32.212260,2020-02-01 17:17:32.212260,Johns Hopkins Bloomberg School of Public Health,Other,placebo,Drug
NCT01137799,"ClinicalTrials.gov processed this data on January 31, 2020",2010-06-03,,,2012-11-07,2010-06-03,2010-06-04,Estimate,,,,,,,2012-11-07,2012-11-08,Estimate,August 2009,,2009-08-31,November 2012,2012-11-30,March 2011,Actual,2011-03-31,,,,,Interventional,,,The Effect of JNJ-39393406 on Event Related Potentials in Stable Schizophrenic Patients,"A Double-Blind, Placebo-Controlled, Randomized, Four-Way Cross-Over Study To Investigate Effect Of Single Oral Doses Of JNJ-39393406 On Event-Related Potentials In Subjects With Stable Schizophrenia",Terminated,,Phase 1,47,Actual,"Janssen Pharmaceutica N.V., Belgium",,6,,Efficacy signals were insufficiently strong to justify recruitment of additional patients.,False,,,,False,,,,,,,,,,,,,2020-02-01 17:11:10.402638,2020-02-01 17:11:10.402638,"Janssen Pharmaceutica N.V., Belgium",Industry,placebo,Drug
NCT01221259,"ClinicalTrials.gov processed this data on January 31, 2020",2010-10-13,,,2013-05-20,2010-10-13,2010-10-14,Estimate,,,,,,,2013-05-20,2013-05-22,Estimate,January 2010,,2010-01-31,February 2013,2013-02-28,November 2012,Actual,2012-11-30,October 2011,Actual,2011-10-31,,Interventional,,,"A Randomized, Double-blind, Placebo-controlled, Sequential Ascending, Single-dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of E2212 in Healthy Subjects","A Randomized, Double-blind, Placebo-controlled, Sequential Ascending, Single-dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of E2212 in Healthy Subjects",Completed,,Phase 1,60,Actual,Eisai Inc.,,2,,,False,,,,False,,,,,,,,,,,,,2020-02-01 16:46:00.362394,2020-02-01 16:46:00.362394,Eisai Inc.,Industry,placebo,Drug
NCT01255046,"ClinicalTrials.gov processed this data on January 31, 2020",2010-12-03,,,2014-08-19,2010-12-05,2010-12-07,Estimate,,,,,,,2014-08-19,2014-08-20,Estimate,December 2015,,2015-12-31,August 2014,2014-08-31,,,,December 2018,Anticipated,2018-12-31,,Interventional,,,Study of STA-1 as an Add-on Treatment to Donepezil,"A Phase II Double-blind, Randomized, Placebo-controlled, Parallel-group Study to Evaluate the Efficacy and Safety of STA-1 as an Add-on Treatment to Donepezil in Patients With Mild to Moderate Alzheimer's Disease",Unknown status,Not yet recruiting,Phase 2,136,Anticipated,"Sinphar Pharmaceutical Co., Ltd",,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 16:35:48.924341,2020-02-01 16:35:48.924341,"Sinphar Pharmaceutical Co., Ltd",Other,placebo,Drug
NCT02361424,"ClinicalTrials.gov processed this data on January 31, 2020",2014-12-19,,,2016-02-12,2015-02-06,2015-02-11,Estimate,,,,,,,2016-02-12,2016-02-15,Estimate,February 2013,,2013-02-28,October 2015,2015-10-31,June 2015,Actual,2015-06-30,June 2015,Actual,2015-06-30,,Interventional,PLEODIAL-I,,Pilot Study Assessing the Effects of PXT00864 in Patients With Mild Alzheimer Disease (AD),First Single-blind Sequential Placebo-controlled Prospective Phase IIA Pilot Study Assessing the Effects of PXT00864 in Mild AD Patients,Completed,,Phase 2,47,Actual,Pharnext SA,,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 11:52:50.624085,2020-02-01 11:52:50.624085,Pharnext SA,Other,placebo,Drug
NCT03435861,"ClinicalTrials.gov processed this data on January 31, 2020",2017-12-22,,,2018-11-19,2018-02-09,2018-02-19,Actual,,,,,,,2018-11-19,2018-11-21,Actual,"October 8, 2018",Actual,2018-10-08,November 2018,2018-11-30,"January 30, 2021",Anticipated,2021-01-30,"January 30, 2020",Anticipated,2020-01-30,,Interventional,VIP,,Effect of Neflamapimod on Brain Inflammation in Alzheimer's Disease Patients,Effect of Neflamapimod (VX-745) on Brain Inflammation Using Positron Emission Tomography (PET) Scan in Alzheimer's Disease (AD) Patients,Recruiting,,Phase 2,40,Anticipated,"University Hospital, Toulouse",,2,,,False,,,,False,False,False,,,,,,,,,No,,2020-02-01 08:20:44.789272,2020-02-01 08:20:44.789272,"University Hospital, Toulouse",Other,placebo,Drug
NCT00056329,"ClinicalTrials.gov processed this data on January 31, 2020",2003-03-10,,,2012-05-02,2003-03-11,2003-03-12,Estimate,,,,,,,2012-05-02,2012-05-04,Estimate,April 2002,,2002-04-30,May 2012,2012-05-31,May 2012,Anticipated,2012-05-31,May 2012,Anticipated,2012-05-31,,Interventional,,,Vitamin E in Aging Persons With Down Syndrome,Multicenter Vitamin E Trial in Aging Persons With Down Syndrome,Unknown status,"Active, not recruiting",Phase 3,350,Actual,New York State Institute for Basic Research,,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 22:35:03.109992,2020-02-01 22:35:03.109992,New York State Institute for Basic Research,Other,Placebo,Drug
NCT00066157,"ClinicalTrials.gov processed this data on January 31, 2020",2003-08-04,,,2018-08-22,2003-08-04,2003-08-05,Estimate,,,,,,,2018-08-22,2018-08-23,Actual,September 2001,,2001-09-30,August 2018,2018-08-31,December 2007,Actual,2007-12-31,December 2007,Actual,2007-12-31,,Interventional,,,Alzheimer's Disease: Therapeutic Potential of Estrogen,Alzheimer's Disease: Therapeutic Potential of Estrogen,Completed,,Phase 2/Phase 3,42,Actual,"University of Wisconsin, Madison",,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 22:32:28.672051,2020-02-01 22:32:28.672051,"University of Wisconsin, Madison",Other,Placebo,Drug
NCT00071721,"ClinicalTrials.gov processed this data on January 31, 2020",2003-10-29,2010-07-06,,2014-09-15,2003-10-30,2003-10-31,Estimate,2010-09-24,2010-10-20,Estimate,,,,2014-09-15,2014-09-25,Estimate,October 2003,,2003-10-31,September 2014,2014-09-30,December 2009,Actual,2009-12-31,February 2009,Actual,2009-02-28,,Interventional,,,Valproate in Dementia (VALID),"A Randomized, Double-Blind, Placebo-Controlled Trial of Valproate to Attenuate the Progression of Alzheimer's Disease (AD)",Completed,,Phase 3,313,Actual,Alzheimer's Disease Cooperative Study (ADCS),,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 22:30:40.191422,2020-02-01 22:30:40.191422,Alzheimer's Disease Cooperative Study (ADCS),Other,Placebo,Drug
NCT00086138,"ClinicalTrials.gov processed this data on January 31, 2020",2004-06-25,2016-03-08,,2017-02-28,2004-06-25,2004-06-28,Estimate,2017-02-28,2017-04-11,Actual,,,,2017-02-28,2017-04-11,Actual,July 2004,,2004-07-31,February 2017,2017-02-28,July 2009,Actual,2009-07-31,July 2008,Actual,2008-07-31,,Interventional,DIADS-2,,Depression in Alzheimer's Disease-2,Depression in Alzheimer's Disease (DIADS-2),Completed,,Phase 2/Phase 3,131,Actual,Johns Hopkins University,,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 22:24:18.842269,2020-02-01 22:24:18.842269,Johns Hopkins University,Other,Placebo,Drug
NCT00160147,"ClinicalTrials.gov processed this data on January 31, 2020",2005-09-08,,2015-01-29,2015-01-29,2005-09-08,2005-09-12,Estimate,,,,2015-01-29,2015-02-09,Estimate,2015-01-29,2015-02-09,Estimate,December 2005,,2005-12-31,June 2009,2009-06-30,January 2008,Actual,2008-01-31,January 2008,Actual,2008-01-31,,Interventional,,,Treatment of Elderly Subjects With Psychosis and Behavioral Disturbances Associated With Dementia of the Alzheimer's Type,"A Randomized, Double-Blind, Placebo-controlled, Efficacy, Safety, and Tolerability Study of Bifeprunox in the Treatment of Elderly Subjects With Psychosis and Behavioral Disturbances Associated With Dementia of the Alzheimer's Type",Terminated,,Phase 3,60,Actual,Solvay Pharmaceuticals,,2,,The study was discontinued prematurely on 25 February 2008 due to slow enrollment,False,,,,,,,,,,,,,,,,,2020-02-01 21:59:51.819507,2020-02-01 21:59:51.819507,Solvay Pharmaceuticals,Industry,Placebo,Drug
NCT00205179,"ClinicalTrials.gov processed this data on January 31, 2020",2005-09-13,2016-01-26,,2020-01-13,2005-09-13,2005-09-20,Estimate,2020-01-13,2020-01-22,Actual,,,,2020-01-13,2020-01-22,Actual,January 2005,,2005-01-31,January 2020,2020-01-31,December 2009,Actual,2009-12-31,December 2009,Actual,2009-12-31,,Interventional,,Older adults with Alzheimer's disease,Alzheimer's Disease: Potential Benefit of Isoflavones,Alzheimer's Disease: Potential Benefit of Isoflavones,Completed,,Phase 2,72,Actual,"University of Wisconsin, Madison",,2,,,False,,,,True,True,False,,,,,,,,,,,2020-02-01 21:48:33.787059,2020-02-01 21:48:33.787059,"University of Wisconsin, Madison",Other,Placebo,Drug
NCT00235716,"ClinicalTrials.gov processed this data on January 31, 2020",2005-10-06,2013-12-06,,2014-07-14,2005-10-06,2005-10-10,Estimate,2014-01-23,2014-01-29,Estimate,,,,2014-07-14,2014-07-23,Estimate,August 2007,,2007-08-31,July 2014,2014-07-31,October 2012,Actual,2012-10-31,September 2012,Actual,2012-09-30,,Interventional,TEAM-AD,,"A Randomized, Clinical Trial of Vitamin E and Memantine in Alzheimer's Disease","CSP #546 - A Randomized, Clinical Trial of Vitamin E and Memantine in Alzheimer's Disease (TEAM-AD)",Completed,,Phase 3,613,Actual,VA Office of Research and Development,,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 21:42:18.318346,2020-02-01 21:42:18.318346,US Department of Veterans Affairs,U.S. Fed,Placebo,Drug
NCT00239746,"ClinicalTrials.gov processed this data on January 31, 2020",2005-10-13,,,2009-04-28,2005-10-13,2005-10-17,Estimate,,,,,,,2009-04-28,2009-04-29,Estimate,October 2005,,2005-10-31,April 2009,2009-04-30,August 2009,Anticipated,2009-08-31,August 2009,Anticipated,2009-08-31,,Interventional,,,BONSAI: Biomarkers of Nonsteroidal Anti-Inflammatories,Biomarkers of Nonsteroidal Anti-Inflammatories,Unknown status,"Active, not recruiting",Phase 1,40,Anticipated,National Institute on Aging (NIA),,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 21:41:15.228944,2020-02-01 21:41:15.228944,National Institute on Aging (NIA),NIH,Placebo,Drug
NCT00322153,"ClinicalTrials.gov processed this data on January 31, 2020",2006-05-03,2010-07-20,,2010-08-25,2006-05-04,2006-05-05,Estimate,2010-08-25,2010-09-16,Estimate,,,,2010-08-25,2010-09-16,Estimate,June 2005,,2005-06-30,August 2010,2010-08-31,January 2008,Actual,2008-01-31,October 2007,Actual,2007-10-31,,Interventional,,,A Study of the Safety and Efficacy of Memantine in Moderate to Severe Alzheimer's Disease,"A Randomized, Double-Blind, Placebo-Controlled Evaluation of the Safety and Efficacy of Memantine in Patients With Moderate-to-Severe Dementia of the Alzheimer's Type",Completed,,Phase 3,677,Actual,Forest Laboratories,,2,,,False,,,,False,,,,,,,,,,,,,2020-02-01 21:18:57.061793,2020-02-01 21:18:57.061793,Forest Laboratories,Industry,Placebo,Drug
NCT00325728,"ClinicalTrials.gov processed this data on January 31, 2020",2006-05-11,,,2017-08-10,2006-05-11,2006-05-15,Estimate,,,,,,,2017-08-10,2017-08-14,Actual,"March 21, 2006",Actual,2006-03-21,August 2017,2017-08-31,"August 20, 2007",Actual,2007-08-20,"August 1, 2007",Actual,2007-08-01,,Interventional,,,Efficacy and Safety of Ramelteon in Subjects With Mild to Moderate Alzheimer's Disease,"A Double-Blind, Randomized, Placebo-Controlled Study of the Efficacy, Safety and Tolerability of 8 Week Treatment of Rozerem 8 mg (QHS) in Sleep Disturbed, Mild to Moderately Severe Alzheimer's Disease Subjects",Completed,,Phase 2,74,Actual,Takeda,,2,,,False,,,,False,,,,,,,,,,,,,2020-02-01 21:17:49.788554,2020-02-01 21:17:49.788554,Takeda,Industry,Placebo,Drug
